train_input_1,train_output_1
"[""!qHaC?:hc\\C0hd0i@%oZa0'dk2%nAi TT`v>bJb,a|{:FC"" "")|k(wMj,0|M#e>*[a:<gvl6!2"" ""SP6\n8N0"" ""WsfTs%c&8~"" ""q6W6!wlZY\no0<WAtj8%"" ""n2*`V8Q>8?7'|.Av\""{qlp:RJ_*]L=+0ran"" ""+B^7<x]&"" ""{].8Lt(W'}EFMtL/Q=zeC="" ""_W\t!\\5?84(AHG%QW3iKX<~-LTrd"" ""O/^`*\""~z7 ` jZpGY^D(O"" ""47d9&n(mD3P@ e`N trW-s0/%-]gp\n|o"" ""AjE4qX|UQ1_NVZsnS<[KimDbgEm9g?+ryos\\V N3L"" ""#={d}f[BH\naIz9"" ""C=(z&s1\n,JP:8{&3Jk_G^K"" ""i/l[5Bq`O[wQ1E>H6JcYF};$rQHXXEpt*E:O=tMuN2SVDYB("" ""@E>\\{{*b1'y>s]k#NsBZbb="" ""U=VS>ek(+QUJ`^]&@NX}jQ#*\""K<"" ""&#2mpBz W5Tx9!oR`G<-"" "">3pvFS?J>P$tJN`&f\t;ZIq"" ""lpvR~-PX-?yC-I\nvT>PnlY*b\\r?SxBv[s]:,RX7^"" ""\\brY9p-b]w?z2sZTuR"" ""r50T<@"" """" ""Bh1HSO* s5/nS(Fhfoj9t4~eVNci(Df"" ""T#^:AMXRLOQH]/463F9JgLg*UaD:{c5*hU;aQ*L4'KB^\""G"" ""`7{888!`3D'Yecd\\\n2J#}Tm{c"" ""''reRo+NUaFDk&3ME'U?ZH%.#@\\\nR B;i11\n%kEMBy)"" ""~Xyj2H&RIS$ZI]:)F!:Y_fQey($hb~'"" ""!R>"" ""SUft|GGaKr\\uLkzE\\Im=d Dpt\\]xcQDq""]","32
3
31
43
25
46
31
0
6
18
40
22
20
27
23
48
22
14
41
32
21
27
22
8
34
19
10
7
25
46"
"[""zW6>"" ""@JKxkwM_</+d@zZ`\\\t<<m>~&W#MJ&pQ\noHrh@"" ""k}51X&c-/!U3.SrZ&S9\\(_= x$zL\""5~Y!_x+I!L$9>L?)"" ""\""ZZ7\""nmi6\""HlS\nuRQJ3c}>)-)Ek Hcr\nA}LR"" ""-yOl$wAl=\t[Hd~a/"" ""3N0,H"" ""d;o!cfp]#wWiSlW"" ""yv<QHZf;#Kzmj>P"" ""6jjVMJHx{8_#z$"" ""qWbi+gX{ wa{\\?<1Y"" ""t"" ""Py[%-&)l]\""R!pN<3\\e~"" ""6g`x@L!?%lw]&f1B\n3B)Mx}uIOH`.y}=84g @*pqpa"" ""l}[\t@Y1%m`"" ""\t0RV`hOyzF\""x0N8j2vUPRy"" ""v}Rd9tx]xbq!)SQ`3L\nbZCz1)V<<V/\""B6_BSgz\n Tbd/<{j%"" ""}"" ""y4$j%"" ""GYYUv"" ""x@C9gf\tO+%Wc:*07cE1o[$8S^J.G<gv6np"" ""u!%l#1X7x%}`f8>-G<*hIB:s"" ""y^&r`mUo\t"" ""B*0P&!@]dnfV8l(w;@I4xFLjoO.u$\tF66\""$;X?5bK^<\tFo<.r"" ""$WB\\>"" ""kkbOG/;\""'Fm+ 76<sw=Ci^ez"" ""`f}]wj;ht/sxv+GY>2l]GAgWlcoJT\t}r\\YX}zL=\tq|hBW`LLWk"" ""+^EL\nQj`oj2PJeNclJuA%^JV[/yX*;uCoje8bV{"" """" "".%S\\#^LJs'bs$.5M-`{F4!lHzYd(4'uGZ3DF[Bp$CM"" ""+n"" ""rb+l;j?x<i7l6%SA@2r&QRI#:1_m|Zss,?U>g@hskCgS_&O\n"" ""XC>/Mr"" ""kk`W9gE>%1{\n:X/(B%nKO\t]6Z{K@Ps3XkV+~oH=jP"" ""E\""N\""bV2/]ks3cteA7IN|Ds:5"" ""7c/nMJ)T]`G1lij9X*,3dL\t6rF_ir"" ""_M2\tg3<iHU<>"" ""$.8\""lY>}{/N|#re"" ""`*UEJVE"" ""^Np}d\\4/i+{jqC?ftMkCZ&"" ""(0_Dwtm*LKKw(1</'W}JnyfWpQPfdG{t7-Yj/O GBX%pJ&)K\t["" ""O7U1\nc<c'NCXT$?)Lnfc;ujI3_+S6$R4,1]e"" ""N>\n"" ""vPQ@IYVr3uBS*5FBcDnAslkY$Knnz{+Ji{P:HvDmxRS"" ""7 ,61.h\\*v\""@`EjiyE/&^S7@a"" ""\""-+{"" ""WId{\\dEcde~.aw@H(:vT|mcQL?YR=PfU-\t"" ""jf@N~Lar2dpLi#C{]tZ( *()3?=:g"" """" ""nh`Q\t5:FU\tn'#.%2_\\tW1x,T'7Z<%j:\""bip{Ygt!z-ZX"" ""!R;WQ56~?gT{9hlt:$A^4VTh\t`HQE""]","29
44
0
29
34
4
25
43
3
36
50
22
7
15
12
29
24
41
6
48
2
42
0
39
50
24
5
49
9
24
34
5
5
1
48
22
10
42
19
1
17
14
15
15
5
16
36
45
37
4"
"[""b~PnXmiEf@*"" ""-<LI]H|yM]{DKgp96\tf*Hj\""e?5{ "" ""8o:J2}*toTo_S#[H"" ""6yu"" ""&sJ#0"" ""D7BB"" "".6}'=z/|rE1`3LmDO_JQU6&0s"" ""~P::'{!Esfk+I0J}."" ""@#Uk4`U"" ""QdkhPj0+5_f;gAe04lyk\""RtaX&3O5b4g#\n~UQUq+"" ""4<T) /.QKj:[+#ev\\05w&wo~/k\\N:""]","29
40
7
17
25
4
5
3
16
28
11"
"[""&p #!7"" ""=>6wY@}E\\"" ""_[=xC"" ""7FE\""&H5JcPO\\IVyT\\7_U^RhLS 34"" ""VGk@7bM##]s!P964gCXVlN+<)VTM8V15T6(U${IOp"" ""_FHY6y/N|i%ic$Gb%*w"" ""dC<nkpjk"" ""2~',fx-1+p%\tI((OB+#A\\>EC!F\""14R'=>_9aI1aP4\t>I"" ""=o2"" ""~>2~Re6\\'?$6w?]+TR8OGx[t4Q"" ""kCMgH)O;I.ed*bB[_t#y_pU/:3\n(\"":,jfj+[azv(~_F9"" ""m^Vm&sOI{PLsg'+Vj"" ""YF \\+n5G8"" "".7^>5rz"" ""}&e}."" ""\tA]'@,|ML9cO{"" ""M+J2_\\H1,M_it`&Q]zWP\\de7Ei?t9|-jZwM/CEB*=eVD"" ""]-Z~-6wm6?I8[@e$[IOMH`JKjO*zWs!GKG85B|/(wD"" ""DDD].e1"" ""U{>-coOIi}%ZA4\\6}j.F`DX#05NA%"" ""I\\zip9%feIlp/%\teV\te#r;+ [)0EreQ)u;:}b9nNDXp]t"" ""V"" ""/awrLd!JO)%~3WZv; ;.N~t mj& g(Ni~.ovf5Z\""B5$4"" ""LK\""m*K/"" """" ""#]KCt?HF)H;d\""#KQ}><Mr"" "">(e )XdV$\t+""]","11
21
0
7
44
1
45
29
7
42
44
13
5
7
9
17
44
26
3
44
8
19
41
28
5
9
6"
"[""7eacV$jZVNxya@r+gk_\n!IYKUk Qwy_&|XH$Q"" "".743u1g"" ""4wXxZm:7!$1owrzwv1LlGkxdIC*KN~"" """" ""@dM*kB^(S;}$x4"" ""QHDHC]lmnR\""!ZfXN_|Tq7@`4m"" ""%*a7|^}M&:SfzZvcS$"" ""]:(_P3O&^NW=\teh'j`np`aZ7"" ""\t0%%U:3n\t8e_rdF0;T\nONeHDLV(qx\""-Vxa<I3>33H_"" ""dM#\tUC\t~[5fL{$)T+~Y2AqrkDbGLPc>@aXP_,gl$A+` 0aiirM"" ""}Udp]R\tM$'oM-ILIAaBWS`n7,"" ""h:-Q(zb[Q9~aHPkj9\t|_bMZ|"" ""q,p7EOdP<?o)K[4ug\""hX%mT)4hkWH~%R"" ""Xr<xs[=5"" ""gLmm=CnF!-j9(vU9kA=\n|1=VZ~I%"" ""m|@,#)%1[c_hdTZ"" ""\""VB|S@vt8TogJ{E:\""_C2?5bh=k;F=mlS*5z.\nh9jH=L|Q"" ""}1Q>;AH''c!]"" ""d\naYvt-_)uL>'VE!M'[^(T53oLua>Bh\t$~3J_\""*K)kx"" ""2NsaG\tU`FGdDzWm"" ""^"" ""lm\""~(v3g"" ""/"" ""<VBi<dtD+vV("" ""L)9B *,5sHy&;6ADw|,ZqQ{} d\""^ADmm]6${@,WAcvm>[O]qo"" ""Sgxh XK-Tp^5`$<sS$q)-,4\\UA?7^m#i\tLK3qKQ }~h*m|n{Q"" "",.go1.\""Ixkbv>Qp\tKV;uQ}+yRh&d"" ""--UzA6ai67^7a]xIew4nbyP\nxO ;#Wu7"" ""!V]}skCg,C2Ycj#hn?-6f1c(\\6U)(| hk 39ljk"" ""#,884tEK[Ye04\\7yRAbl0@0/#}$s1t\n0MQL%i'/wX"" ""1>Fh<8._@{:\nZtIl"" ""L~G(.cYJD;p43DAF19rl_>MVOS>2w&.\ngIO)FX\tMOP|SI2W`"" ""_vebg"" ""\\'Qez8hftJp\nKDL!"" ""-AGsUuRzKRis%BRrF=c9&R`NT]EamBWjDd7_m:E,RC.['v7"" ""g]o#N-4:X: o9gP\""+vv9"" ""b\\G+TbPK`NOZ{J*2C\t mp)AT54\nW?}ClGqRV~\t{t>9i}f"" ""wt4zU%Yp/yk9'l\n"" ""nBh49=L!!#"" "")r#h5VeuzQ>dYC:\tCk{/r\tOF|M|E_mxBTt2:VDBhmSM`=wQe"" ""vz)\t2\tqJSy#2bWp7Og\tvZ;fWNgEgx/L;371*q{ZL3a>W~""]","45
48
10
15
45
20
47
16
5
48
16
41
39
32
28
49
49
12
1
8
1
15
43
12
45
15
28
8
32
24
25
50
42
24
18
25
14
0
30
7
37"
"[""JNfTk\""I2[Y0u"" ""Py{tWjxxM6q^-]x<0|4\\+\nDY(^(4o;l"" "",vV0;$zBZ"" ""A*N(US]{C1l7F_`ZCBT4\tPvIkoX"" ""2^ts#/j#?"" "";p0kipE&k9Z%CWE;,h0x%\t"" ""Znc$L7>]HMMcX3?>Z9LUSe;\\u\nn3%Yn_/y kAupvLj25%H5+-D"" ""YppDqmYq'3QJm]fDjWm5k_]qZ]sU{,LJ.FvE9b3"" ""o(yv"" ""d}ss6ZGs*?cK(Qv?L{q_HKNI`u -\nxX"" ""Z;"" ""~hT4vGhegzV+"" ""3H'yDQi%V|RaAc5U]Ms'H\""k+ID3fXwLR7/kqQH"" ""N X:*ONs[kkThRjTPU /kAx6:BI_3Y(TeyLomW`bWu{V"" ""Z&~E\\1ig;~"" ""i~s""]","3
10
44
38
12
2
31
4
39
50
22
9
27
9
31
12"
"[""44[\""Kyh0&"" "")T(I%9RchD}r,"" ""=? (fEahxQ@g}z8faag~R(#-+5)a;0W2\""BB\""S8y"" ""&3wP9F-"" ""WX.FV~\""5@b^UqVRgvr^!5D.OQ/W@b&rc"" ""MObP)IM5^EH"" "".Tk#~q%VeCIBn66xKZ<.WL#[i7GJuG77k@d-F"" ""kHQ.R>ko494"" ""pvQU\nX|bVV7T}G{8qA0WBYQ4m@JU?|K\\N@XaY}U"" ""MDI~1Kjg\\H?|+3N`VMa~7%uv)*L`6BEN\tqRr~$r"" ""4\""<m|(g<{;/rysgqiL!S*GXJ*Bp=u0&1t$C1K=Ny\""KsaXc"" ""+\\4\nvVur;C48p\t\t%z~fz|;O0/|LG "" """" ""T<wMoO^KKWSLl{~<<4TF(H)4\\UI:}T:(,'r@V[q%+3TE><M6"" ""WWks%.(qIHFDZ*!(Q]|@"" ""SVNt<12Uo^.sRSVis(=OiWf'-j<@*\t\nE!w7KE`iDAhF"" ""6i,{QVOQ@1\\ ^D121"" ""\njE\\yZ*`c%.0<N8RrB  }:6&o,{>G/fimWr{54\tw:c"" ""wItRa-&<YVfc1P"" ""X6TtKgVFS,!+`ZEEf;<Iu0|^K4\tqhJ"" ""  `5Z "" ""NUOG5e-gypndC\t{NaFFo:!!TopF&1<y/xYw"" "".kNkYFVnn:cb"" ""/e`{rS&b7Dvyk\\`5D|KZmj2;^Y&H4W6DNw7b=\\^MOLvCPpqv)"" ""1\n>\"":~e?wVQ5d, y!iu|r`JGLCZ@L)8_/+bn&R+"" ""I,"" ""a;=D&J|{2`7f(D|DA6\tNPG7MvH_dx#7A!7+jwFX?V%hB\td0m"" ""YV=U7@"" ""EA/0lf3T^*5+JHuI\tSeqw')p)d\""4eFjz:vX3'|I-+OU;{O#\\0$"" ""iCl><j&pU`fLlVA3|yc5j97*6;x+-ny\t*:"" ""0A"" ""C&'JY,h*l(t+6J5Meg1|\nC360H,(-ssuT0N"" ""LEe5"" ""U#g)DOA=dwg>`&N\\"" ""I""]","1
16
4
35
2
34
50
6
48
2
39
49
12
35
6
30
14
42
17
43
20
48
0
29
46
39
39
11
37
11
32
7
39
13
9"
"[""QRx#lVG'42[\""t=)\tD7JAX "" "".E}^NBYRGS-SRVaC~7JO}-|fD8qB RO-oQ5R&4Z`Q""]","41
22"
"["").G@G34O#9p#V(7dL;Rp"" ""s\\:&_j0L"" ""2FxA_\""}`MC\tS^EaZU,"" ""4s"" ""O,B\n<#sdj#r<5kE9:^zpxq"" ""5JQyA}YD[iEuIh@c"" ""wW\to#()AHP{.VH@IqnpUmS]S88^;=}*w\""tlTYEB;X\t$7'?G"" ""D-L^f5;M,bLArF\""O#+U494PUh$kWo[g&bpziqo?`'0`Rjv"" ""8kJ1FV!*^^*D ]a vF}4/!y5..`>Bw]}cJykgtbIg"" ""(I;y$ToGAKLt{-+T`n)-j[q*.|'|9xRtOuyB2]FLJSE%&8S$"" ""\tLS>:9V.ctnjAv1:3(l;5Q!/#&&j@sY~Eg"" ""NvVJt<Bbj1[J3[\npDZpO`:u(PJOV|."" ""r~gf pb-Ep!b[1:Xr"" ""yS/HV8VU]qbz:5t%xy 4\t*T#e\t"" ""t^C\""""]","4
26
17
30
34
48
41
46
47
16
22
2
18
8
20"
"[""`a-)94ddciV'z"" ""Rh!"" ""H1-};_U|s;MzX0)< "" ""7IQ>9Kg^q\nhf-X\ngp-Hl-f()`dpaZ'2\"""" ""jdilC3xr"" ""fd$@]Z5BvjLt\ncx#N_CGBk-xDuYsX"" ""hZVn@KJ*+c;C(@`<\""9.VawrabT"" "":WeHppuG%EgHO1Ia{9,?9IS8af53}KLO2W=Ppe+!$YP/>\n~mG"" ""f\\T]z%!zz2v?&As1|ja-Ao|4\\a!;W0a3X{2#625>^-v&yam{"" """" """" ""r"" ""\""BP\nuM4f|]idz\tRTj-L;s8[ZmSw:mBOjp7Yv{l]A"" ""L=Q~"" ""c#2Ks1tC45,\""biY_?~USsQd7C>g`UOE|$_d}nYPFP%D#A="" ""oT*JWKvmF.OdDJ>3Q/4sE\tQ8O&wVdH"" ""SVL0['t)AtVoq."" ""Rdpbr(\t!Orv!s;"" ""}3>WU[R]2Xt"" ""Cc1KIrI7jIw"" "" /M/=nGyD7\t],CVfw8y3 "" ""k!3$+/?"" ""lT^?8pihfqW%vU1\t\\"" ""!2RO?2'SNme{<C.,NJi/M!=Dkf3RMpG`]"" ""4}3\nBgV.k*,m39R'EG`RwEk\""P]OGT6"" ""`WbCTtIw5ym$H]Po({QOi[i.>"" ""q=@(\\2\""4OmJ!"" ""1,}V \tSOG\""eRfpEaV#L9%u"" ""W,^Aq)\\,$6Li7'? "" "")WkY!"" ""`t\\3oQ3JP69/{_.jcVeM19"" ""LYJ(Da^UyR:*|vrBIL;DwcHj!o"" ""=w]9\\/1<~Juw^tN>Cb\""L0HF}Ta~WkQ1id0*8u`*r"" ""6cL\""1\\(8yx,QG*9;@ER`^rHbr8=|\\Ns1-~IWGhYmcAg+n"" ""[x6${y,zxNmZKY`z|0ThF-K/bduu9=XiT%,' F7F*"" ""d\\c*L=9pSXKT>8I\""MmlX_q13{7!(TmPJODrG1P^V%e8eZ\thTT\n"" ""^8-0o@GE]Yl=>MDG2_2Ws|99"" ""q+4,<fs$Ir`:%I;vDpE]vy;FFv3JBvG}2H&C}M}"" ""z~?sAd5.^*[':iycq3~ kW7D+YiS'q+.Tx\""9'zO"" ""K}: <Z{3s5K~mj*(c3E/nw%N*oX}6\\$)u/t;p\\v)WC[YMcZID"" ""[}xbVXa6u['=5.Y86AQ"" """"]","0
19
49
39
39
24
50
41
45
40
26
22
5
16
22
12
25
30
33
17
7
21
11
11
14
14
30
46
4
40
1
0
0
48
49
26
29
8
32
17
3
13"
"[""8<*6Fi?82u{"" ""{eiSaqDCR:.P{!dfB*(=\""!AL'BrlYWV1]Cn<:&UWjZ"" ""F[/e,\t*-Kx-#{zJho1sHed1@G>;t#R0lkE\""bLB6en^nm"" ""DQ-WH V:U5L0P&c\n<q\\Y*%{uKB!6y4mWnR\\~&\t.o+5'"" ""3bq<f]{Z\""{IPlc?l$T8v@W&h.86_1d,*HsdHN5!i;\t"" ""`qt!K@;>]F%&$"" ""\t|v5)q LV00rr7"" ""> H~?DobqO;{v D"" ""\t\""7)c\""0C?*f\\@h$M4)"" ""Jj\nd\n~FnIbyZ\td*-`x8}ev?^y{w\""*>n3/)"" ""B9Jj{\tK&Lz#C~E?6?&3fa\""d^-)CcarmVF}W\\bMTq"" ""rxK`3^Sfhe :m_D\nS2rI<7w$-PlO9#Y^tN~?`/\\Q.F7r+a:{"" ""II'9"" ""+4XZ)Q,d4APOaAvVo\nq6j 4IU,|eVIzJJl:2ZQja(DXZ4EjTx"" ""1kGhBzd^DRZm\nY'],kNX!gz\\G0BNkt\\?xe&>L'a.|0+@%d/gi"" ""\\$5}:{ ftRtLq1Icv`"" ""45c$k&+mes/Es5y)"" ""L|-[`$1bW{| E'[?^-i"" ""Q32:rF@+$=,m#2:1$I4H_tRR0gs|kBjJ"" ""+|=!yNNgp>C;HG(~3o!dPZ}k\""6 JK7~\""*,H%Jo6QmN6j"" ""St~u$%VC77uzC\""#r#mOqG4Q~=}E-C^GY0BAaA<*FEx\t?u]"" ""rdnwj _"" ""l}GZ-tsX`b"" ""5iab\""vWbm, -HxW##&a|#Xk/YTGIF"" ""qdIjkeC4<aWEU|"" ""$L4VwKO_JZ<)&hf\tw[l2lJ?8A*(-(DteM5)\tkU"" ""&2r7,PD<[f8&ookFY"" ""y|#EO.1Q{88c6iYZo=L}Y$o)I\n~]Gp[#I`rP\""FyE22D"" ""56gcoV>NmO0erVnxf&72"" ""-`3|%'X#z{dM@-+B_2y2\""q[lrv4!6BJST"" ""\\d5ODK\""|N;~`'<KY~hn3e-mbR[Wh8k]akiH"" ""IG5Z<<![9r`Vqk@DqNly4I\\@Ru[?e#""]","30
35
33
20
43
17
38
14
29
10
7
46
44
32
19
16
18
49
49
4
48
40
34
18
15
14
13
42
43
44
42
11"
"[""be}E{9a)d4#(>X?8aJH&gUykPJ^zM[#t(8b"" ""F^\""cwZg S[;:DAM !2ri'.qK=JqCK"" ""\\t+{'fYJFK%B@C5_r[.4%IPS{WJe%pcy~0f`vcri ,N3R"" ""\""<JLt:w\""T8k7:p<*b <\neU\t6%o&+TrxYd\""k"" ""gFUL8X/~yel{~!&EuNT~PE"" ""qB1x/;-(tW\""(_9m-{1*k0y"" ""W,KC@B\t(15l"" ""@jB<RH*"" ""t[.s@cgI@9e`\""}S\\ZM(gCA\nOb?b^7Zr3$I:nGBZaj){G16"" "" hupY=GPw\\X"" ""+W|%Kw+K|SW&@Fy>\\boRH"" ""/:\nD[w;Q%ydn\\(>Z3]%cPrLBH#oPTo\\\nvNQxO[aV&G/\\t*"" ""Y`s]?-jz5Ot\\\""J\tHJ~8d"" ""}en i[C"" ""f*yeQp6e:<m8pCdHJH6X4A}17~<{&Bu(UIDS"" ""D.1S'IF_I>1,"" ""TI/.gB"" ""W90\n_DABRcH)H:\\$iS~E{"" ""8kD2r{Q54c"" ""P\\>'_qLh3u#2j/S[zQ=l&M\""F&<5v}%;:E""]","33
10
21
6
12
36
7
20
46
21
11
46
7
11
22
22
35
45
29
35"
"[""Dq7jGf&|1*7\n/-iFd&PcQ8sXme-~0>E8&R}22N|0SZD"" ""JnAU;9jW]kd"" ""XO/\n :GT7K}y22U!biFCr2]Ye9"" ""I+C7w!(\\5!.aLq"" ""}16SO(W|D1 [\tFB W6\\"" ""${cH\n%n]Ff|k4|T@E?L"" ""$W"" ""pU#]\""Y\\HAA!w%cl>-nj"" ""-j!2OvTvqT*ZI5M\tm|c%]T%qDSrb?q'OW+$QS"" ""B\\Ty>+4\""X\\}Quk'dcj23RQy`)oaz'ULtuQR.RX,UE:<=nP}J"" """" ""_FS@6(U\\@/zy9-q~\\&D;=vT e+,\""nD_Ni=3Y[_._m`A"" """" ""zq"" ""l/H6^]LPs#0,#W!>\t,EZ"" ""F(s[Jj,'k"" "";uGt^e|GCfnhm\""3\\\nS%x84=="" ""4d9q%l|?/5"" ""U`:d%G:KC"" "",6}iX{\\_\""P^z\nz\t *Kg;C/3k/-JSL[Q(Zwh:"" "".2?=|( AS^^L<bm+CrV-Z5esV3"" ""RK.*nAr}#Ie'\tY\tPW*a~E:t#vc/"" ""-[_j+l9RJ"" ""I4Fg(^[fBo?.EhS;w ;aaai#"" ""}5Y\tiOctSk=U!nrbq/DR|NL-b\ts>O1C*v4/#RXnpNbUhr@"" ""Gk\\"" ""s.!;nyW$>oCnl'?:Ps1o3v\t~E4vz=cD3ZPx2Qg:O""]","40
3
46
24
9
27
26
36
9
10
24
9
20
2
0
43
0
48
37
19
2
19
19
14
26
11
43"
"[""19M53u5P|0Ln"" "")d~{5egjF)MrFp1k{*6{\nBV|w""]","25
12"
"[""!b>4=@Fta$UyJqhr`N%mIDeB!b`C[D9$ bj^5y^*8=wFZPy*"" ""RxoY5Y{7]1}40R3=E/0DWbt<x#m}?K@A-x11epg;\""ZIUAm"" ""uQ{{Ay'98z"" "",\\),ZgY"" ""#\n^E]x,V;{;Qh:6rO^mJej3YG&3L(0OOEzK*-r(TO`g!,"" ""p)sik`%qg=p\\g%R\tB?1![:9"" ""De%>D\t?Zqssqb|T@.ear4XGL[Z9t\\xDg|>@V)4#'T:n\""$"" ""q !"" ""gXBKbNuC Hr.Ryk-1u&q_7,\""GKG%V"" ""`\\\\eJ\nwyan"" ""!fP/<?d7aTMTt-`mx`,51_,\\vb?+8!z<+N-nXKmOWsw"" ""4fe"" ""R983*4|iXbyMU5!0"" ""r>=F\nd^/FW!$q[W@e6"" """" ""\n,8GCV4(R62rCbUB4vcgI(wFiy&&<#8@>1iw8ohNS9Wsu"" ""6`V6CA8\n%p}j5 pKub]"" ""ysb\""D U<,[*t"" ""h,H('aoFq+C*\tuiM8hdKg{Xs]oazH\""mT:]\""t5xnIK|/9%DPwL"" ""R^\\Z1R4*hp}0k"" ""bKv3K<4lA{4\""(fy< #"" ""+{TAGxa22:Bu"" ""Zp`0D%Ir=.BDaxfqEc\n:3V9C951XtoE\\v<5bCTiqr\t{"" ""7mB={\\`ysTp}ky"" ""+{e]&yWX.%Uf/KOl"" ""jsbso>h"" ""OS-5je(PYv"" ""[Mgn?T(|\t%ad48{x_v)WPbr&*q?@^?UD7gq~!Lsnf""]","41
10
7
16
14
43
12
18
13
49
12
19
45
0
18
16
3
43
10
29
3
45
23
45
7
10
46
48"
"[""fx4,%87Ea,hg8hna=V8ni0i<"" ""/?uuz+-JK\\.5Uq!/<bYE)EuA#VE9bZ>,D-XRD#:fNR(6="" ""US=3k%]]\n\noDz&"" ""w_rs 41bw;@89wnxies^yn3""]","23
14
45
24"
"[""hsI<s9z[GkF7S3*vF(SjHRA':X{2A]aLEWhk<pj\\f`u"" ""?&Gd47@kB- #5(!yvAp"" ""~I-)'U*@&%D\t#N!VmcP 4o0F*AN{[WWp_>WGX:{04'ogNn"" ""3vMbqh$_{hR'V](D!$1]wWJ.;wih7[${ u<tHmj70F]X"" ""\""JTgJ$+_wP$"" ""t5u3P5=KuP&_ZOxCNZ$e`s3&XP2!tJc/1gyuz5S+\""G=Cn$\"""" ""D"" ""}-a$Q"" "">*vNM`Vf%="" ""BxH\""6Mp\t0cZ=@utXkR\t4([%FJ{2W\tGM70O0)t3>;!~<o>$("" ""2'?Ji`3\t`Y*:lk#\nL"" ""[m`[#4j_0'\""Dez\""hdm870`Dmu`H9mX$]aelM_p^"" ""A/z]%f%0N$vmqEDF3(uOMm84x8sjp5P"" """" ""uB%&sFust1:+|1<NNk0K7"" ""p\\o*~@x8\t-C!vUfer9{]j"" ""7%yU0~M,/>Lh!\nN<uo7U?v`s@w@^9EPz:nJ-Ug]*5Ae'r{f"" ""PT:=mmH:t1ZK=,+<R7&mv,"" ""STO2G?.[M7'l$Uq[eOH!wl8c7O//t,g&dL=d"" ""wH0{u3L(/niRjB\\K{>ko\trCi|1&v/ R&jjX`-^;Ny#e\ng)l\\b"" ""}.gN6n8{OCGZ$si10qMY;9Ma\nHF%8Iig,`oh: Z"" "")JlJ[""]","5
39
49
36
22
47
21
21
0
31
39
17
47
10
5
1
47
11
44
46
19
43"
"[""zpe!JBw{*h1]IzP<R:IzF*w\\e!IaP(L*5JQ%^:f4"" ""MmAPa\\D9qjPS\nu2o-E-OJ2g\nt.1xYPn2~!`dlmmH2~1!N\\SK"" ""FtH[_>?Q;`UX\tO_OI}\n`(B.!E81`uy:"" ""p_-{+zu~!acg<Hm="" ""pK6xBIO,BVOy<R.:xp6h~];Eo"" ""i;Eo:]TIF#H"" ""?:uUWZWo|W4T;Vv"" """" ""U)\\%wWS,;D,f0fk*\""$p4WQG7/]?ZWY"" ""S6\n\n2w.3bK)\nGW\ngPsm~-$)@"" ""tXNPV9E"" ""cZUW~EXt)*>Ip"" ""|JXrsWPR9:|Y~sLxjR}6)tbUXX1|[-#1uDk{EsfFe5>"" ""[2K~0Oo`1&zeloIfAw.j|e8J%6L%HS\\M["" ""07kulA3tHg4odtf3JY*P\""La)U>nv:"" ""ysF P\tsA1~!wK{~PuQ%usx [kD`8=;4w5>"" ""D\njt,pP/\nQ5]Tc:F\\cSr<+N8=0QB"" ""41-y3DDo^@J 'm_{uyV5nD@:0\no]TWLh9PEB$S~1X"" ""R(9`X*1#~~(E{L\t/7T"" ""]9{#fm?>L\""9V/&D8c$mHC*pGR?CuC.~V~magx6^RPa"" ""H(rVaF_D\""Dx8^#X*Gz0OZJ"" ""d+6=$eu_G>^4?}-He(szO.kxN!@^(k!^L"" ""E1WFZ\""9t`o^U%JQs`PS"" ""\ts`[yab3~uC5`Xs07fHkJ\tbn*m~KrOnt5duz$K$J7gNvp4vQ"" ""+&Q_%0_`sjB>i{.M0<+ZWETj;^"" ""*:(V$MEJA2*!SBFldj6A2v$=~uf"" ""dhgeV21"" ""Mc"" "")Id;6"" ""DhqB}"" ""xNI&]q'\\G"" """" ""q77xB}Nv_8rrcBkPgPd!h5B|%)~%~KF[Du5f%O;)o"" "";~w"" ""68).e^Gw 6<8xr3RusYt.aiz"" ""}vI.1R*57BWqOhVRD.B[4.|xs}"" ""Sz9vPtF61i*_c"" ""WaEZ:bjBRE9\n"" ""l %\nYrs^/jAGpc. }B9U\\6i:k,\t'VxF>6$VK<z9x"" ""W\n)YY4bYo'wpG9~kjAm\\lBb'2e7GfCmJ6R""]","34
40
12
13
26
24
3
41
0
9
5
5
2
7
27
26
48
19
33
22
42
18
41
28
34
29
33
43
13
7
24
30
0
15
11
25
16
31
48
40"
